Validation URL,Category,Target,Status,Redirect URL,Target Window,Details,Timestamp
https://www.nationwide.com/personal/insurance/renters/,Banner Quote,Renters insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct,same-window,"{""optionValue"":""RentersQuoteForm"";""requiresZip"":true;""zipCode"":""54213"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T01:12:06.686Z
https://www.nationwide.com/personal/insurance/renters/,Banner Quote,Homeowners insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""HomeownersQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:13:12.910Z
https://www.nationwide.com/personal/insurance/renters/,Banner Quote,Condo insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""CondoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:14:19.391Z
https://www.nationwide.com/personal/insurance/condo/,Banner Check,banner-level2-component-link-content,PASS,,,"{""present"":true;""status"":""present""}",2026-07-02T01:14:50.666Z
https://www.nationwide.com/personal/insurance/condo/,Banner Quote,Condo insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""CondoQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=condo&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""input[type=\""submit\""]"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":true;""message"":""Enter your 5 or 9 digit ZIP Code"";""errorType"":""missing-zip""}]}",2026-07-02T01:15:33.333Z
https://www.nationwide.com/personal/insurance/condo/,Banner Quote,Homeowners insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct,same-window,"{""optionValue"":""HomeownersQuoteForm"";""requiresZip"":true;""zipCode"":""43215"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=homeowners&state=OH&zipCode=43215&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:16:39.551Z
https://www.nationwide.com/personal/insurance/condo/,Banner Quote,Renters insurance,PASS,https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct,same-window,"{""optionValue"":""RentersQuoteForm"";""requiresZip"":true;""zipCode"":""54213"";""outcome"":""same-tab"";""finalUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""redirectUrl"":""https://getaquote.nationwide.com/quote/you/choose-products?products=tenant&state=WI&zipCode=54213&utm_source=direct"";""bannerPresent"":false;""isSeeAllInsurance"":false;""navigationSuccess"":true;""buttonFoundBy"":""{\""role\"":\""button\"";\""options\"":{\""name\"":\""Start your quote\""}}"";""dropdownType"":""banner"";""negativeTests"":[{""scenario"":""no-zip"";""success"":false;""message"":""No error message; no navigation; and no popup occurred""}]}",2026-07-02T01:17:49.479Z

SUMMARY
Total Checks,100
Passed,96
Failed,4
Success Rate,96%
URLs Tested,https://uat-ng.nationwide.com/personal/insurance/all-personal/; https://uat-ng.nationwide.com/personal/insurance/property/; https://uat-ng.nationwide.com/personal/insurance/vehicle/; https://uat-ng.nationwide.com/; https://uat-ng.nationwide.com/personal/insurance/auto/; https://uat-ng.nationwide.com/personal/insurance/motorcycle/; https://uat-ng.nationwide.com/personal/insurance/snowmobile/; https://uat-ng.nationwide.com/personal/insurance/homeowners/; https://uat-ng.nationwide.com/personal/insurance/renters/; https://uat-ng.nationwide.com/personal/insurance/condo/; https://www.nationwide.com/personal/insurance/all-personal/; https://www.nationwide.com/personal/insurance/property/; https://www.nationwide.com/personal/insurance/vehicle/; https://www.nationwide.com/; https://www.nationwide.com/personal/insurance/auto/; https://www.nationwide.com/personal/insurance/motorcycle/; https://www.nationwide.com/personal/insurance/snowmobile/; https://www.nationwide.com/personal/insurance/homeowners/; https://www.nationwide.com/personal/insurance/renters/; https://www.nationwide.com/personal/insurance/condo/
Device,Desktop
Generated,7/1/2026, 10:17:52 PM
